0.001,0.2,0.046,0.043,0.054,0.046,0.035,0.036,0.067,0.033,0.029,0.031,0.032,0.027,0.028,0.026,0.025,0.051,0.026,0.025,0.024,0.046,0.048,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.097,0.001,0.063,0.07,0.056,0.05,0.043,0.041,0.078,0.036,0.032,0.034,0.038,0.029,0.03,0.027,0.026,0.053,0.027,0.026,0.025,0.046,0.05,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.067,0.19,0,0.061,0.054,0.057,0.04,0.04,0.071,0.032,0.028,0.029,0.033,0.024,0.025,0.022,0.021,0.043,0.023,0.021,0.02,0.037,0.041,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.064,0.217,0.063,0,0.042,0.043,0.041,0.038,0.072,0.031,0.028,0.029,0.034,0.024,0.025,0.023,0.022,0.044,0.023,0.021,0.02,0.038,0.041,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.086,0.18,0.058,0.045,0,0.066,0.036,0.037,0.067,0.032,0.027,0.029,0.031,0.024,0.025,0.023,0.022,0.045,0.023,0.022,0.021,0.039,0.042,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07,0.157,0.06,0.044,0.064,0,0.04,0.044,0.074,0.036,0.029,0.032,0.034,0.026,0.026,0.024,0.022,0.046,0.024,0.022,0.021,0.04,0.044,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.049,0.122,0.038,0.038,0.031,0.036,0,0.059,0.136,0.039,0.035,0.037,0.057,0.027,0.029,0.025,0.023,0.047,0.025,0.022,0.021,0.039,0.043,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,0.118,0.038,0.035,0.033,0.04,0.06,0,0.119,0.049,0.035,0.041,0.048,0.028,0.03,0.026,0.024,0.049,0.026,0.023,0.022,0.04,0.045,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.048,0.115,0.035,0.034,0.03,0.034,0.07,0.061,0,0.046,0.042,0.046,0.085,0.031,0.033,0.028,0.026,0.052,0.027,0.024,0.023,0.042,0.047,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.048,0.107,0.032,0.03,0.03,0.035,0.042,0.052,0.095,0,0.041,0.057,0.044,0.035,0.036,0.03,0.027,0.058,0.031,0.027,0.025,0.046,0.052,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.096,0.027,0.027,0.025,0.027,0.037,0.037,0.086,0.041,0,0.057,0.046,0.042,0.052,0.038,0.033,0.066,0.034,0.03,0.028,0.048,0.055,0.024
0.043,0.097,0.028,0.027,0.026,0.029,0.038,0.041,0.091,0.055,0.056,0,0.046,0.04,0.044,0.033,0.029,0.062,0.034,0.029,0.026,0.047,0.054,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.044,0.105,0.031,0.031,0.027,0.03,0.055,0.047,0.16,0.04,0.043,0.044,0,0.03,0.032,0.027,0.025,0.05,0.026,0.024,0.022,0.04,0.045,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.037,0.081,0.022,0.022,0.021,0.023,0.027,0.028,0.059,0.033,0.04,0.039,0.03,0,0.068,0.05,0.039,0.097,0.056,0.04,0.034,0.056,0.07,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.039,0.085,0.024,0.023,0.022,0.024,0.029,0.03,0.065,0.035,0.05,0.044,0.034,0.069,0,0.05,0.038,0.082,0.044,0.035,0.032,0.053,0.063,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.037,0.081,0.022,0.022,0.021,0.022,0.026,0.026,0.056,0.029,0.038,0.034,0.029,0.052,0.051,0,0.061,0.103,0.045,0.042,0.041,0.06,0.072,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.038,0.082,0.022,0.022,0.021,0.022,0.026,0.026,0.055,0.028,0.035,0.032,0.028,0.043,0.042,0.066,0,0.1,0.041,0.044,0.051,0.067,0.076,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.078,0.021,0.021,0.021,0.022,0.025,0.025,0.053,0.028,0.033,0.032,0.027,0.05,0.042,0.052,0.047,0,0.064,0.07,0.049,0.071,0.099,0.034
0.036,0.078,0.021,0.021,0.021,0.022,0.025,0.026,0.053,0.03,0.033,0.033,0.027,0.056,0.043,0.043,0.037,0.123,0,0.051,0.038,0.064,0.087,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.033,0.071,0.019,0.019,0.019,0.02,0.022,0.022,0.046,0.025,0.028,0.027,0.024,0.039,0.034,0.039,0.039,0.131,0.05,0,0.05,0.077,0.129,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.036,0.077,0.021,0.021,0.02,0.021,0.024,0.024,0.05,0.026,0.03,0.028,0.025,0.038,0.035,0.044,0.05,0.104,0.042,0.057,0,0.088,0.1,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04,0.084,0.022,0.022,0.022,0.023,0.025,0.025,0.052,0.028,0.029,0.029,0.026,0.036,0.033,0.037,0.038,0.087,0.04,0.05,0.051,0,0.117,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.038,0.079,0.021,0.021,0.021,0.022,0.024,0.025,0.051,0.028,0.03,0.029,0.026,0.039,0.035,0.039,0.039,0.106,0.049,0.074,0.051,0.104,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.038,0.079,0.021,0.021,0.021,0.022,0.023,0.024,0.048,0.026,0.027,0.027,0.024,0.033,0.031,0.033,0.034,0.078,0.037,0.045,0.042,0.158,0.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.2,0.046,0.043,0.054,0.046,0.035,0.036,0.067,0.033,0.029,0.031,0.032,0.027,0.028,0.026,0.025,0.051,0.026,0.025,0.024,0.046,0.048,0.023
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0.001,0.063,0.07,0.056,0.05,0.043,0.041,0.078,0.036,0.032,0.034,0.038,0.029,0.03,0.027,0.026,0.053,0.027,0.026,0.025,0.046,0.05,0.023
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0.19,0,0.061,0.054,0.057,0.04,0.04,0.071,0.032,0.028,0.029,0.033,0.024,0.025,0.022,0.021,0.043,0.023,0.021,0.02,0.037,0.041,0.019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0.217,0.063,0,0.042,0.043,0.041,0.038,0.072,0.031,0.028,0.029,0.034,0.024,0.025,0.023,0.022,0.044,0.023,0.021,0.02,0.038,0.041,0.019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0.18,0.058,0.045,0,0.066,0.036,0.037,0.067,0.032,0.027,0.029,0.031,0.024,0.025,0.023,0.022,0.045,0.023,0.022,0.021,0.039,0.042,0.02
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.157,0.06,0.044,0.064,0,0.04,0.044,0.074,0.036,0.029,0.032,0.034,0.026,0.026,0.024,0.022,0.046,0.024,0.022,0.021,0.04,0.044,0.02
0.049,0.122,0.038,0.038,0.031,0.036,0,0.059,0.136,0.039,0.035,0.037,0.057,0.027,0.029,0.025,0.023,0.047,0.025,0.022,0.021,0.039,0.043,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.118,0.038,0.035,0.033,0.04,0.06,0,0.119,0.049,0.035,0.041,0.048,0.028,0.03,0.026,0.024,0.049,0.026,0.023,0.022,0.04,0.045,0.02
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.115,0.035,0.034,0.03,0.034,0.07,0.061,0,0.046,0.042,0.046,0.085,0.031,0.033,0.028,0.026,0.052,0.027,0.024,0.023,0.042,0.047,0.021
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.107,0.032,0.03,0.03,0.035,0.042,0.052,0.095,0,0.041,0.057,0.044,0.035,0.036,0.03,0.027,0.058,0.031,0.027,0.025,0.046,0.052,0.023
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.096,0.027,0.027,0.025,0.027,0.037,0.037,0.086,0.041,0,0.057,0.046,0.042,0.052,0.038,0.033,0.066,0.034,0.03,0.028,0.048,0.055,0.024
0.043,0.097,0.028,0.027,0.026,0.029,0.038,0.041,0.091,0.055,0.056,0,0.046,0.04,0.044,0.033,0.029,0.062,0.034,0.029,0.026,0.047,0.054,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0.105,0.031,0.031,0.027,0.03,0.055,0.047,0.16,0.04,0.043,0.044,0,0.03,0.032,0.027,0.025,0.05,0.026,0.024,0.022,0.04,0.045,0.02
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0.081,0.022,0.022,0.021,0.023,0.027,0.028,0.059,0.033,0.04,0.039,0.03,0,0.068,0.05,0.039,0.097,0.056,0.04,0.034,0.056,0.07,0.027
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0.085,0.024,0.023,0.022,0.024,0.029,0.03,0.065,0.035,0.05,0.044,0.034,0.069,0,0.05,0.038,0.082,0.044,0.035,0.032,0.053,0.063,0.026
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0.081,0.022,0.022,0.021,0.022,0.026,0.026,0.056,0.029,0.038,0.034,0.029,0.052,0.051,0,0.061,0.103,0.045,0.042,0.041,0.06,0.072,0.029
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.082,0.022,0.022,0.021,0.022,0.026,0.026,0.055,0.028,0.035,0.032,0.028,0.043,0.042,0.066,0,0.1,0.041,0.044,0.051,0.067,0.076,0.031
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.078,0.021,0.021,0.021,0.022,0.025,0.025,0.053,0.028,0.033,0.032,0.027,0.05,0.042,0.052,0.047,0,0.064,0.07,0.049,0.071,0.099,0.034
0.036,0.078,0.021,0.021,0.021,0.022,0.025,0.026,0.053,0.03,0.033,0.033,0.027,0.056,0.043,0.043,0.037,0.123,0,0.051,0.038,0.064,0.087,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.071,0.019,0.019,0.019,0.02,0.022,0.022,0.046,0.025,0.028,0.027,0.024,0.039,0.034,0.039,0.039,0.131,0.05,0,0.05,0.077,0.129,0.036
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.077,0.021,0.021,0.02,0.021,0.024,0.024,0.05,0.026,0.03,0.028,0.025,0.038,0.035,0.044,0.05,0.104,0.042,0.057,0,0.088,0.1,0.039
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.084,0.022,0.022,0.022,0.023,0.025,0.025,0.052,0.028,0.029,0.029,0.026,0.036,0.033,0.037,0.038,0.087,0.04,0.05,0.051,0,0.117,0.084
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.079,0.021,0.021,0.021,0.022,0.024,0.025,0.051,0.028,0.03,0.029,0.026,0.039,0.035,0.039,0.039,0.106,0.049,0.074,0.051,0.104,0,0.05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.079,0.021,0.021,0.021,0.022,0.023,0.024,0.048,0.026,0.027,0.027,0.024,0.033,0.031,0.033,0.034,0.078,0.037,0.045,0.042,0.158,0.107,0